	SRR14729874.clean.fastq.gz.samSYM.counts	SRR14729875.clean.fastq.gz.samSYM.counts	SRR14729876.clean.fastq.gz.samSYM.counts	SRR14729877.clean.fastq.gz.samSYM.counts	SRR14729879.clean.fastq.gz.samSYM.counts	SRR14729880.clean.fastq.gz.samSYM.counts	SRR14729882.clean.fastq.gz.samSYM.counts	SRR14729883.clean.fastq.gz.samSYM.counts	SRR14729884.clean.fastq.gz.samSYM.counts	SRR14729885.clean.fastq.gz.samSYM.counts	SRR14729886.clean.fastq.gz.samSYM.counts	SRR14729887.clean.fastq.gz.samSYM.counts	SRR14729888.clean.fastq.gz.samSYM.counts	SRR14729891.clean.fastq.gz.samSYM.counts	SRR14729892.clean.fastq.gz.samSYM.counts	
evm.model.scaffold_10150.1	0	0	0	1	0	2	1	1	0	0	1	0	0	0	1	
evm.model.scaffold_10150.2	2	1	1	5	0	2	4	1	4	0	2	0	2	1	5	
evm.model.scaffold_10150.3	0	0	1	2	1	2	2	0	0	0	0	0	0	0	0	
evm.model.scaffold_10150.4	0	1	4	3	1	1	2	0	4	0	0	4	0	0	3	
evm.model.scaffold_10151.1	0	0	0	8	0	1	1	0	1	0	2	0	0	0	2	
evm.model.scaffold_10151.2	1	1	7	6	2	8	6	2	2	0	0	2	0	1	11	
evm.model.scaffold_10152.1	3	10	8	19	10	29	11	4	12	3	7	10	2	6	34	
evm.model.scaffold_10153.1	7	11	13	30	6	38	7	5	7	2	6	14	2	7	25	
evm.model.scaffold_10153.2	5	0	6	2	1	3	5	3	2	0	2	6	0	0	7	
evm.model.scaffold_10156.1	1	1	2	5	0	6	1	4	3	0	2	0	0	0	8	
evm.model.scaffold_10159.1	0	1	0	0	0	3	1	0	0	0	0	1	0	1	4	
evm.model.scaffold_1016.1	3	2	5	10	3	16	0	2	5	1	1	3	0	4	10	
evm.model.scaffold_1016.3	4	4	14	19	3	31	10	6	10	2	7	3	2	4	24	
evm.model.scaffold_1016.4	2	0	0	0	0	7	1	0	2	0	3	0	2	1	2	
evm.model.scaffold_1016.5	1	6	10	19	3	16	2	1	9	1	1	4	0	4	16	
evm.model.scaffold_10160.2	0	1	0	3	0	4	3	0	0	2	1	1	0	0	6	
evm.model.scaffold_10161.1	1	0	2	1	1	6	2	0	1	2	0	1	0	1	6	
evm.model.scaffold_10162.1	11	17	20	35	7	61	13	10	22	3	6	11	3	7	38	
evm.model.scaffold_10162.3	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	
evm.model.scaffold_10164.1	0	2	12	12	1	19	10	2	7	1	4	7	3	3	21	
evm.model.scaffold_10164.2	0	1	2	2	0	2	1	1	1	0	0	1	0	0	2	
evm.model.scaffold_10164.3	3	5	10	12	4	14	1	2	8	2	1	6	2	2	14	
evm.model.scaffold_10164.4	11	6	12	12	6	24	5	6	13	1	2	12	1	8	34	
evm.model.scaffold_10168.3	4	7	9	5	1	12	5	3	9	0	6	8	6	3	16	
evm.model.scaffold_10169.1	0	0	1	0	0	3	0	0	0	0	0	1	0	0	1	
evm.model.scaffold_10169.2	0	1	1	2	0	2	1	0	1	1	0	1	0	0	1	
evm.model.scaffold_1017.1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	
evm.model.scaffold_1017.2	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	
evm.model.scaffold_10170.1	1	6	13	7	6	12	10	2	4	1	1	4	1	5	15	
evm.model.scaffold_10170.4	1	4	5	12	1	6	2	1	3	1	2	7	1	2	28	
evm.model.scaffold_10171.2	2	8	24	35	7	41	6	8	11	3	6	13	7	11	33	
evm.model.scaffold_10171.3	2	5	12	24	7	21	15	6	12	0	6	8	6	8	17	
evm.model.scaffold_10171.4	35	6	8	16	38	36	29	10	15	6	13	23	32	13	34	
evm.model.scaffold_10171.5	1	6	6	11	6	15	5	6	5	1	2	5	2	1	11	
evm.model.scaffold_10171.8	0	0	0	2	0	3	0	1	1	0	0	2	0	1	6	
evm.model.scaffold_10172.1	2	2	8	5	3	5	0	0	3	0	3	3	0	1	8	
evm.model.scaffold_10172.2	1	0	4	9	3	11	1	5	3	3	0	3	1	0	7	
evm.model.scaffold_10172.3	5	8	22	21	3	24	5	10	10	0	8	11	1	6	24	
evm.model.scaffold_10177.1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_10178.1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	1	
evm.model.scaffold_10178.2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	
evm.model.scaffold_10178.3	1	0	0	5	2	8	4	0	2	0	3	1	3	1	2	
evm.model.scaffold_1018.1	4	5	5	14	1	22	7	2	2	0	1	3	3	2	19	
evm.model.scaffold_1018.2	4	2	4	10	1	15	2	3	3	0	4	2	2	6	10	
evm.model.scaffold_1018.4	3	0	6	3	0	3	2	0	1	0	1	2	0	0	5	
evm.model.scaffold_10181.1	0	3	10	12	5	13	10	2	8	2	5	1	0	9	25	
evm.model.scaffold_10182.1	0	2	0	3	1	10	1	4	1	0	0	2	1	3	6	
evm.model.scaffold_10182.2	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	
evm.model.scaffold_10182.3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	
evm.model.scaffold_10182.4	0	2	3	2	1	4	1	0	2	0	0	1	0	1	1	
evm.model.scaffold_10183.1	0	5	15	26	7	28	8	8	17	3	6	6	2	4	30	
evm.model.scaffold_10183.2	6	6	18	35	13	40	14	9	12	5	12	16	3	13	30	
evm.model.scaffold_10183.3	0	0	0	1	1	1	1	0	1	0	0	1	0	0	2	
evm.model.scaffold_10183.4	3	0	3	3	0	9	3	0	4	0	0	0	1	0	6	
evm.model.scaffold_10186.3	0	0	1	2	0	1	0	0	0	0	0	0	1	0	0	
evm.model.scaffold_10188.1	1	0	3	5	0	4	1	2	1	1	0	3	0	0	6	
evm.model.scaffold_10188.10	1	0	1	2	0	0	3	0	0	0	0	0	1	0	8	
evm.model.scaffold_10188.11	0	1	2	3	0	1	1	1	0	0	0	0	0	0	0	
evm.model.scaffold_10188.12	0	0	1	1	1	1	1	0	0	0	0	0	0	0	2	
evm.model.scaffold_10188.14	1	3	7	11	4	12	6	2	7	0	0	3	0	1	11	
evm.model.scaffold_10188.2	5	2	6	11	6	32	10	6	14	5	2	11	3	8	17	
evm.model.scaffold_10188.3	0	1	0	2	0	4	0	2	1	1	0	3	0	0	1	
evm.model.scaffold_10188.4	1	0	0	5	0	4	2	0	0	0	0	0	1	1	2	
evm.model.scaffold_10188.5	2	1	5	16	1	7	1	4	1	0	1	2	0	3	15	
evm.model.scaffold_10188.7	1	0	4	0	0	2	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_10188.8	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	
evm.model.scaffold_10188.9	0	8	2	8	0	10	1	0	0	2	0	4	0	0	5	
evm.model.scaffold_1019.1	7	14	27	33	4	53	12	10	10	2	12	24	1	10	40	
evm.model.scaffold_1019.2	0	7	7	14	6	16	3	2	5	2	5	10	2	2	25	
evm.model.scaffold_10190.2	2	3	3	5	10	10	4	1	6	3	7	4	3	1	10	
evm.model.scaffold_10190.4	10	10	22	35	27	54	18	9	13	6	18	20	22	18	45	
evm.model.scaffold_10191.1	5	5	11	9	2	22	11	5	8	1	4	6	0	5	23	
evm.model.scaffold_10191.2	1	0	6	6	0	7	3	0	2	0	4	2	1	3	4	
evm.model.scaffold_10191.3	0	1	5	10	2	11	3	2	4	0	2	4	4	8	4	
evm.model.scaffold_10193.1	4	0	12	22	4	17	0	6	10	0	7	7	1	4	25	
evm.model.scaffold_10194.2	0	0	0	1	2	1	2	1	2	0	0	0	0	0	0	
evm.model.scaffold_10195.1	1	0	0	1	0	2	0	1	2	0	0	0	1	0	5	
evm.model.scaffold_10195.2	0	2	1	1	0	1	0	1	1	0	0	0	1	1	1	
evm.model.scaffold_10195.3	1	4	3	9	1	5	2	0	3	0	0	1	0	2	4	
evm.model.scaffold_10197.1	0	0	4	0	0	2	1	2	0	0	0	0	0	0	2	
evm.model.scaffold_10199.3	0	1	3	6	1	7	3	2	1	0	2	3	1	1	6	
evm.model.scaffold_102.1	33	29	53	127	28	189	83	33	50	7	67	50	58	43	157	
evm.model.scaffold_102.2	26	28	35	78	35	85	38	20	34	13	41	32	45	19	64	
evm.model.scaffold_1020.1	2	1	8	12	4	22	4	1	6	2	6	2	1	3	18	
evm.model.scaffold_1020.3	4	8	12	15	5	26	10	4	16	1	0	5	6	11	34	
evm.model.scaffold_1020.4	11	6	17	25	6	33	13	9	17	2	4	4	7	8	32	
evm.model.scaffold_10201.2	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	
evm.model.scaffold_10204.1	1	0	0	1	0	0	1	0	3	0	1	0	0	1	0	
evm.model.scaffold_10205.1	4	0	2	10	4	14	4	6	10	0	15	8	4	4	21	
evm.model.scaffold_10205.2	0	1	2	2	0	2	0	2	0	1	3	0	2	0	3	
evm.model.scaffold_10208.1	0	0	0	1	1	2	1	0	1	0	0	1	0	0	1	
evm.model.scaffold_1021.1	3	0	3	8	1	5	1	2	2	1	2	1	1	1	4	
evm.model.scaffold_1021.2	1	2	2	7	0	4	1	1	5	0	0	0	0	1	3	
evm.model.scaffold_10211.2	0	0	1	0	0	1	2	0	1	1	2	0	0	0	0	
evm.model.scaffold_10212.1	3	0	0	0	0	6	1	0	1	0	0	0	2	2	2	
evm.model.scaffold_10214.1	0	5	20	13	0	18	5	3	16	1	3	6	4	6	19	
evm.model.scaffold_10214.2	0	0	2	5	2	8	3	1	0	0	0	0	1	0	3	
evm.model.scaffold_10214.3	1	3	7	11	1	3	1	1	4	0	3	3	2	2	9	
evm.model.scaffold_10214.4	0	0	0	9	0	5	0	0	0	0	0	0	0	0	2	
evm.model.scaffold_10214.6	1	0	5	1	0	6	0	2	2	0	1	0	0	0	5	
evm.model.scaffold_10215.4	3	0	3	1	1	3	0	1	0	0	0	3	3	0	3	
evm.model.scaffold_10215.6	3	2	6	7	3	10	1	0	3	0	0	1	0	2	4	
evm.model.scaffold_10215.7	3	4	11	10	1	23	2	3	5	3	1	10	0	4	12	
evm.model.scaffold_10216.1	1	6	7	23	3	32	4	7	6	3	2	17	5	1	12	
evm.model.scaffold_10219.1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	
evm.model.scaffold_1022.1	0	2	2	5	1	7	2	3	3	1	3	4	1	2	10	
evm.model.scaffold_10220.1	2	6	10	10	4	21	3	9	7	1	2	11	3	6	12	
evm.model.scaffold_10220.2	1	3	5	5	2	8	1	4	7	0	1	4	2	0	6	
evm.model.scaffold_10220.3	58	46	90	150	90	246	122	89	58	25	103	93	96	46	192	
evm.model.scaffold_10221.1	0	0	0	1	2	1	0	0	0	1	0	0	0	1	0	
evm.model.scaffold_10224.1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	
evm.model.scaffold_10224.2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	
evm.model.scaffold_10226.2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	
evm.model.scaffold_10227.1	1	0	0	3	3	8	2	4	5	1	1	0	0	1	3	
evm.model.scaffold_10229.1	0	2	5	4	4	6	3	1	0	2	2	2	3	1	5	
evm.model.scaffold_10230.1	3	4	10	14	5	27	11	2	6	2	5	7	3	3	22	
evm.model.scaffold_10230.2	4	0	6	13	1	21	10	1	5	1	2	1	3	1	13	
evm.model.scaffold_10232.1	1	5	3	4	0	7	2	0	6	0	0	3	2	0	4	
evm.model.scaffold_10234.1	1	0	3	6	2	6	1	1	0	1	0	2	0	0	4	
evm.model.scaffold_10235.1	1	0	2	2	1	6	3	1	2	0	0	1	0	0	3	
evm.model.scaffold_10235.2	1	4	6	13	0	21	4	5	9	1	1	3	4	0	5	
evm.model.scaffold_10236.1	1	1	0	0	0	1	3	0	2	0	0	0	0	0	0	
evm.model.scaffold_10236.2	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	
evm.model.scaffold_10236.3	0	0	1	0	2	0	0	0	1	0	0	1	0	0	1	
evm.model.scaffold_10238.2	0	2	0	0	0	1	0	3	0	0	0	1	0	0	4	
evm.model.scaffold_10238.5	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	
evm.model.scaffold_10238.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_1024.1	1	2	5	4	1	3	1	2	6	0	0	4	0	0	7	
evm.model.scaffold_1024.2	0	0	7	4	2	9	1	0	2	1	2	2	0	0	8	
evm.model.scaffold_10241.1	0	2	3	4	0	1	0	0	0	0	0	2	1	0	10	
evm.model.scaffold_10243.1	2	5	9	7	6	40	11	4	5	0	4	8	6	12	25	
evm.model.scaffold_10243.2	2	1	7	4	0	12	1	4	2	2	2	5	1	2	12	
evm.model.scaffold_10243.3	4	0	1	3	1	5	2	0	4	0	0	1	1	2	3	
evm.model.scaffold_10244.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_10245.1	2	3	4	13	3	19	2	4	9	0	0	2	3	1	9	
evm.model.scaffold_10245.3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	
evm.model.scaffold_10246.2	5	6	4	14	5	14	7	3	5	2	5	1	5	4	24	
evm.model.scaffold_10248.1	1	1	8	11	0	5	0	2	6	0	3	1	1	0	7	
evm.model.scaffold_10248.2	3	1	9	9	1	7	0	0	1	0	1	2	2	3	2	
evm.model.scaffold_10248.3	2	0	3	6	1	5	1	5	1	0	1	0	0	0	7	
evm.model.scaffold_10248.4	3	3	6	6	2	3	2	2	4	0	1	1	4	1	7	
evm.model.scaffold_1025.1	1	0	2	5	0	3	3	0	1	1	1	1	1	2	9	
evm.model.scaffold_10253.1	6	3	1	3	4	5	5	1	1	4	3	1	2	0	6	
evm.model.scaffold_10254.1	5	2	6	11	2	19	4	6	5	1	4	7	0	4	8	
evm.model.scaffold_10256.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
evm.model.scaffold_10256.2	5	7	22	9	6	25	14	8	15	2	8	15	4	6	19	
evm.model.scaffold_10256.5	3	0	3	1	1	5	1	1	2	0	1	1	3	2	6	
evm.model.scaffold_10256.6	0	0	1	1	0	5	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_10256.7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_1026.1	2	0	1	0	0	2	0	0	1	0	0	0	1	0	1	
evm.model.scaffold_1026.2	1	1	7	21	2	15	2	1	7	0	3	7	3	1	12	
evm.model.scaffold_1026.3	15	15	48	90	32	97	64	28	49	11	34	35	11	25	88	
evm.model.scaffold_1026.4	1	2	10	18	4	23	3	3	1	0	1	2	2	2	13	
evm.model.scaffold_1026.5	4	0	5	4	0	6	2	1	4	1	2	3	4	1	8	
evm.model.scaffold_1026.6	1	3	8	19	3	16	1	5	8	0	0	8	3	3	12	
evm.model.scaffold_10260.1	33	19	19	48	47	90	35	19	44	3	30	46	46	25	79	
evm.model.scaffold_10260.2	0	0	1	1	1	4	0	0	1	0	0	1	0	0	0	
evm.model.scaffold_10261.1	2	0	2	0	0	4	13	9	12	6	2	8	0	0	3	
evm.model.scaffold_10266.1	9	4	15	19	13	47	13	4	16	3	13	18	3	13	33	
evm.model.scaffold_10266.2	6	8	26	44	6	52	18	6	19	2	6	22	4	12	50	
evm.model.scaffold_10267.1	0	0	0	1	1	6	0	0	0	0	0	4	1	2	10	
evm.model.scaffold_10268.2	0	0	8	2	2	13	2	2	2	0	1	3	1	2	5	
evm.model.scaffold_10269.1	4	6	9	15	3	36	13	4	14	1	8	7	1	7	26	
evm.model.scaffold_10269.4	0	1	1	6	0	5	0	0	3	0	1	0	0	2	0	
evm.model.scaffold_10270.1	2	0	9	9	2	14	1	4	4	3	2	6	1	1	9	
evm.model.scaffold_10270.2	1	0	3	4	2	5	4	1	2	1	0	0	0	0	3	
evm.model.scaffold_10270.3	0	2	6	19	5	14	4	5	7	0	1	3	8	1	15	
evm.model.scaffold_10272.1	1	0	2	0	0	0	1	1	3	0	3	2	0	0	2	
evm.model.scaffold_10276.1	0	3	1	2	0	4	1	0	0	0	0	0	0	0	2	
evm.model.scaffold_10277.1	2	1	7	11	6	15	3	2	7	1	0	5	5	2	21	
evm.model.scaffold_1028.1	0	2	9	4	3	5	3	4	4	0	1	5	2	3	9	
evm.model.scaffold_10282.1	1	3	6	6	1	10	0	0	0	2	1	5	1	1	10	
evm.model.scaffold_10282.2	3	0	3	4	0	11	2	2	2	0	2	4	0	0	7	
evm.model.scaffold_10283.1	0	2	0	0	0	4	1	0	0	0	0	1	0	0	0	
evm.model.scaffold_10284.2	1	5	8	9	1	16	1	4	4	0	1	6	2	6	3	
evm.model.scaffold_10285.1	1	6	8	16	3	22	1	4	6	0	1	3	1	5	22	
evm.model.scaffold_10285.2	2	0	2	3	0	2	0	2	1	1	0	0	0	3	1	
evm.model.scaffold_10286.1	0	0	0	2	1	9	0	0	2	0	0	2	0	0	5	
evm.model.scaffold_10286.2	0	1	2	2	0	3	0	0	1	1	0	0	0	0	0	
evm.model.scaffold_10286.4	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_10286.5	0	0	0	1	0	1	0	0	0	0	0	2	2	0	1	
evm.model.scaffold_10286.6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_10291.1	1	1	5	7	2	17	1	4	1	0	2	2	0	1	6	
evm.model.scaffold_10291.4	1	1	1	2	2	2	1	0	2	0	0	3	2	2	3	
evm.model.scaffold_10291.5	0	3	14	21	1	24	6	7	15	4	3	14	0	5	23	
evm.model.scaffold_10292.1	0	0	0	1	0	2	0	0	1	0	0	0	0	0	2	
evm.model.scaffold_10293.1	2	1	12	10	2	16	5	4	3	1	3	1	0	4	15	
evm.model.scaffold_10293.2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	
evm.model.scaffold_10293.4	0	0	3	2	0	4	0	0	0	0	0	0	0	0	2	
evm.model.scaffold_10293.5	1	0	0	0	0	2	0	0	0	0	0	0	2	0	1	
evm.model.scaffold_10294.1	19	45	50	118	26	116	43	26	41	8	13	45	12	18	118	
evm.model.scaffold_10294.2	2	2	8	3	0	1	2	0	1	1	0	2	0	0	4	
evm.model.scaffold_10294.3	2	1	1	3	0	2	0	0	2	0	0	1	0	0	4	
evm.model.scaffold_10295.1	1	1	6	3	4	10	2	3	2	0	5	1	0	2	16	
evm.model.scaffold_10295.2	2	3	12	14	2	13	11	4	8	0	1	6	1	3	15	
evm.model.scaffold_10295.3	1	1	1	2	0	6	1	0	3	0	2	0	0	2	4	
evm.model.scaffold_10295.4	2	0	1	1	0	3	1	0	0	0	1	0	0	0	1	
evm.model.scaffold_10295.5	0	1	9	18	5	24	15	3	15	0	3	5	3	8	23	
evm.model.scaffold_10295.6	0	0	0	1	0	6	0	0	0	0	0	0	0	0	2	
evm.model.scaffold_10296.1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	
evm.model.scaffold_10297.1	0	0	1	1	0	1	3	1	0	0	1	1	0	0	0	
evm.model.scaffold_10298.2	2	4	8	6	3	10	5	2	2	0	0	4	0	1	10	
evm.model.scaffold_10299.1	2	2	5	7	4	7	4	0	7	1	0	2	0	2	8	
evm.model.scaffold_10299.2	0	4	7	9	4	9	5	2	0	1	1	5	5	5	8	
evm.model.scaffold_103.1	2	4	4	9	1	6	1	6	6	2	5	6	3	1	9	
evm.model.scaffold_103.2	3	0	3	4	1	6	2	2	3	0	0	4	1	2	8	
evm.model.scaffold_10303.2	5	2	7	18	7	24	10	2	12	0	2	6	7	6	14	
evm.model.scaffold_10304.1	1	0	5	6	0	2	3	1	0	0	3	3	0	1	8	
evm.model.scaffold_10304.2	0	1	6	7	0	6	3	1	2	0	2	1	3	1	7	
evm.model.scaffold_10304.3	1	0	2	3	2	10	2	4	3	0	2	5	4	0	6	
evm.model.scaffold_10306.1	1	5	14	16	3	15	3	4	5	0	5	3	1	2	26	
evm.model.scaffold_10306.4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
evm.model.scaffold_10306.5	3	2	0	2	0	5	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_10307.2	0	2	0	0	0	0	2	1	0	1	0	0	0	0	1	
evm.model.scaffold_10311.2	0	1	1	3	0	4	1	0	0	0	0	1	1	0	4	
evm.model.scaffold_10311.4	1	0	1	3	0	3	2	1	0	0	0	0	1	0	5	
evm.model.scaffold_10312.1	1	4	3	11	2	11	5	4	8	3	1	3	0	2	11	
evm.model.scaffold_10313.1	1	2	5	3	0	6	0	2	3	0	0	2	3	0	8	
evm.model.scaffold_10313.5	0	2	6	5	4	8	1	0	3	0	0	1	1	0	12	
evm.model.scaffold_10315.1	0	0	5	8	1	6	1	3	4	0	4	1	5	3	5	
evm.model.scaffold_10315.2	3	2	9	8	3	21	1	0	7	2	3	2	2	5	13	
evm.model.scaffold_10315.3	0	0	4	0	0	5	0	0	1	0	0	3	2	0	1	
evm.model.scaffold_10316.1	1	3	5	5	2	11	3	4	7	0	1	3	1	4	8	
evm.model.scaffold_1032.1	8	9	21	65	14	82	17	10	17	5	9	18	7	20	63	
evm.model.scaffold_1032.2	6	2	20	27	5	32	18	11	14	1	5	9	3	8	38	
evm.model.scaffold_10321.1	3	2	3	7	2	13	1	3	5	1	4	1	1	1	7	
evm.model.scaffold_10322.1	1	1	4	4	0	12	5	1	1	1	0	6	0	3	5	
evm.model.scaffold_10323.2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	
evm.model.scaffold_10324.2	7	13	30	42	23	40	32	12	19	6	11	15	6	13	53	
evm.model.scaffold_10326.1	31	14	19	41	29	60	47	18	11	11	11	34	43	17	34	
evm.model.scaffold_10328.2	4	6	9	15	1	18	7	7	8	3	1	10	0	6	19	
evm.model.scaffold_10329.1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	
evm.model.scaffold_10329.2	4	3	9	18	8	15	5	2	3	1	7	7	0	2	13	
evm.model.scaffold_10329.4	1	2	2	4	3	5	6	2	7	0	6	4	1	1	8	
evm.model.scaffold_10329.6	5	4	4	5	1	9	0	2	3	4	1	8	3	2	13	
evm.model.scaffold_1033.1	2	4	6	9	4	14	6	2	4	2	6	3	4	3	13	
evm.model.scaffold_10336.1	3	7	12	19	8	29	7	10	8	5	4	13	4	2	37	
evm.model.scaffold_10336.3	3	5	11	25	7	25	5	9	4	3	4	7	5	2	31	
evm.model.scaffold_10337.1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	
evm.model.scaffold_10337.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	
evm.model.scaffold_10337.3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_10337.4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	
evm.model.scaffold_10338.1	0	2	5	3	1	3	1	0	2	0	0	1	0	3	7	
evm.model.scaffold_1034.1	1	1	0	4	1	5	2	1	1	1	4	1	0	2	10	
evm.model.scaffold_10341.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_10345.1	4	3	5	4	0	7	0	2	3	0	1	4	0	3	10	
evm.model.scaffold_10346.1	1	0	0	3	1	0	1	0	0	0	0	0	0	1	3	
evm.model.scaffold_1035.1	0	0	2	0	0	3	3	1	1	2	0	2	0	1	4	
evm.model.scaffold_10351.2	1	0	0	5	0	3	2	1	1	0	0	2	3	0	0	
evm.model.scaffold_10351.3	1	6	4	16	4	11	4	3	6	3	2	1	2	1	19	
evm.model.scaffold_10351.4	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	
evm.model.scaffold_10352.2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	
evm.model.scaffold_10353.1	15	5	25	9	22	30	42	15	16	22	31	18	26	14	22	
evm.model.scaffold_10353.3	3	4	7	10	7	19	10	4	12	0	3	6	2	3	13	
evm.model.scaffold_10356.1	3	0	2	9	1	16	1	6	1	0	4	3	2	3	14	
evm.model.scaffold_10356.3	1	4	2	6	2	11	0	0	6	3	1	5	4	5	8	
evm.model.scaffold_10356.5	0	0	0	6	0	9	0	2	1	1	0	1	0	2	3	
evm.model.scaffold_10360.1	1	1	2	11	1	12	1	4	5	2	1	2	0	1	13	
evm.model.scaffold_10361.10	0	0	4	2	0	5	2	0	1	1	1	1	0	0	3	
evm.model.scaffold_10361.2	0	3	0	4	1	4	0	1	1	0	1	1	0	0	0	
evm.model.scaffold_10361.3	0	2	2	2	0	2	0	1	1	1	1	2	0	0	5	
evm.model.scaffold_10361.4	0	1	0	3	0	5	0	0	1	0	0	0	0	1	2	
evm.model.scaffold_10361.6	0	0	3	1	2	3	2	0	0	0	0	0	0	0	1	
evm.model.scaffold_10361.8	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_10362.1	10	17	20	43	8	46	11	11	16	1	6	10	8	8	57	
evm.model.scaffold_10363.1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	
evm.model.scaffold_10364.3	0	0	1	1	1	0	0	0	3	0	0	1	0	1	1	
evm.model.scaffold_10364.5	0	0	0	2	0	1	0	0	1	0	2	0	0	0	4	
evm.model.scaffold_10366.1	0	1	1	5	0	12	1	0	1	0	1	0	0	2	4	
evm.model.scaffold_10366.2	1	4	0	5	1	6	0	4	0	1	0	0	1	1	3	
evm.model.scaffold_10366.3	1	6	4	10	1	8	2	1	1	0	0	0	0	1	5	
evm.model.scaffold_1037.1	6	8	18	15	9	27	14	7	7	2	2	10	1	3	21	
evm.model.scaffold_10372.1	0	1	2	3	0	2	0	0	2	0	1	1	0	1	4	
evm.model.scaffold_10372.2	2	5	9	3	2	11	3	2	5	2	3	2	1	3	5	
evm.model.scaffold_10372.3	2	4	6	10	4	10	2	3	2	1	2	2	2	2	15	
evm.model.scaffold_10373.2	2	7	16	14	1	14	3	4	13	1	5	6	3	7	16	
evm.model.scaffold_10374.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_10375.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_10379.2	1	3	17	21	6	16	1	5	5	2	8	6	12	5	15	
evm.model.scaffold_10379.3	0	0	1	2	1	0	0	0	0	0	0	0	0	0	2	
evm.model.scaffold_1038.1	6	11	19	46	10	42	13	12	21	1	9	14	9	10	43	
evm.model.scaffold_10380.1	0	0	2	1	2	0	0	0	1	0	0	0	0	0	2	
evm.model.scaffold_10381.1	1	3	2	6	1	4	1	4	2	0	0	2	1	0	2	
evm.model.scaffold_10381.2	21	6	11	18	15	34	19	9	22	7	18	13	15	3	36	
evm.model.scaffold_10381.3	5	4	4	20	3	24	10	3	9	2	7	7	4	15	15	
evm.model.scaffold_10382.1	0	3	3	3	0	3	0	0	0	0	0	1	0	0	1	
evm.model.scaffold_10382.2	1	3	3	0	1	5	0	3	0	0	0	1	0	0	3	
evm.model.scaffold_10382.3	0	4	4	3	0	2	1	1	0	0	1	1	0	2	4	
evm.model.scaffold_10382.4	0	0	2	3	0	1	0	3	0	0	0	0	1	0	1	
evm.model.scaffold_10382.5	0	0	1	3	0	6	0	1	0	0	1	1	0	1	3	
evm.model.scaffold_10382.6	0	1	2	1	0	0	0	0	0	0	0	0	0	1	1	
evm.model.scaffold_10382.7	0	0	2	1	0	5	1	0	0	0	0	2	0	4	3	
evm.model.scaffold_10385.2	1	0	4	4	2	3	1	0	3	0	2	2	3	1	5	
evm.model.scaffold_10386.1	0	0	0	3	0	3	1	0	0	0	1	1	0	1	1	
evm.model.scaffold_10386.2	0	0	1	2	1	7	0	0	0	2	0	2	0	0	3	
evm.model.scaffold_10386.3	23	16	34	50	23	104	59	32	30	9	24	34	24	22	85	
