	SRR14729874.clean.fastq.gz.sam.counts	SRR14729875.clean.fastq.gz.sam.counts	SRR14729876.clean.fastq.gz.sam.counts	SRR14729877.clean.fastq.gz.sam.counts	SRR14729879.clean.fastq.gz.sam.counts	SRR14729880.clean.fastq.gz.sam.counts	SRR14729882.clean.fastq.gz.sam.counts	SRR14729883.clean.fastq.gz.sam.counts	SRR14729884.clean.fastq.gz.sam.counts	SRR14729885.clean.fastq.gz.sam.counts	SRR14729886.clean.fastq.gz.sam.counts	SRR14729887.clean.fastq.gz.sam.counts	SRR14729888.clean.fastq.gz.sam.counts	SRR14729891.clean.fastq.gz.sam.counts	SRR14729892.clean.fastq.gz.sam.counts	
Porites_compressa_HIv1___TS.g16852.t1	0	0	0	0	1	0	1	0	0	0	2	0	0	1	2	
Porites_compressa_HIv1___TS.g16855.t1	8	3	3	8	3	0	1	1	1	2	2	0	0	1	1	
Porites_compressa_HIv1___TS.g16857.t1	17	15	8	28	87	8	29	16	8	10	48	5	21	12	33	
Porites_compressa_HIv1___TS.g16863.t1	394	107	272	689	321	341	355	157	362	361	368	382	449	159	270	
Porites_compressa_HIv1___TS.g1687.t1	6	0	6	1	3	1	4	6	1	0	2	1	1	4	0	
Porites_compressa_HIv1___TS.g16877.t1	4	2	10	12	2	18	0	5	3	3	9	13	3	10	3	
Porites_compressa_HIv1___TS.g16878.t1	752	101	483	1448	184	1145	611	245	350	298	559	279	276	758	334	
Porites_compressa_HIv1___TS.g16879.t1	369	79	402	713	158	658	388	157	353	151	245	582	168	229	299	
Porites_compressa_HIv1___TS.g16880.t1	418	54	593	1741	245	691	229	376	201	337	512	143	220	1150	589	
Porites_compressa_HIv1___TS.g16886.t1a	235	77	228	317	246	373	236	134	224	121	239	197	186	183	338	
Porites_compressa_HIv1___TS.g16886.t1b	492	167	535	772	479	797	670	263	802	388	485	448	263	538	383	
Porites_compressa_HIv1___TS.g16895.t1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g169.t1	7	2	15	19	3	46	19	11	5	0	0	1	10	68	5	
Porites_compressa_HIv1___TS.g16903.t1a	3	3	10	65	7	18	3	10	3	0	4	9	3	4	17	
Porites_compressa_HIv1___TS.g16903.t1b	5	1	11	20	5	27	0	12	1	0	4	2	0	5	1	
Porites_compressa_HIv1___TS.g16905.t1	208	19	99	53	51	102	21	41	14	4	87	6	226	103	129	
Porites_compressa_HIv1___TS.g16910.t1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g16912.t1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g16934.t1	0	0	0	6	0	3	2	0	0	0	2	1	0	0	3	
Porites_compressa_HIv1___TS.g16939.t1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	
Porites_compressa_HIv1___TS.g16941.t1a	315	72	310	756	427	729	386	253	309	151	621	488	341	519	424	
Porites_compressa_HIv1___TS.g16941.t1b	0	0	0	0	0	3	0	0	0	0	1	0	0	0	2	
Porites_compressa_HIv1___TS.g16941.t1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Porites_compressa_HIv1___TS.g16945.t2	56	33	74	72	58	215	78	44	52	22	316	146	76	306	147	
Porites_compressa_HIv1___TS.g16950.t1	1	0	1	1	0	1	0	6	0	0	0	1	0	0	3	
Porites_compressa_HIv1___TS.g16951.t1	2	1	0	6	6	2	2	11	3	4	7	5	0	1	1	
Porites_compressa_HIv1___TS.g16952.t1a	0	0	2	1	1	7	0	0	0	4	1	2	0	1	1	
Porites_compressa_HIv1___TS.g16952.t1b	0	3	6	2	2	5	4	6	2	0	6	1	2	3	2	
Porites_compressa_HIv1___TS.g1696.t1	48	35	35	75	48	81	72	33	104	57	96	56	70	62	52	
Porites_compressa_HIv1___TS.g16961.t1	174	49	170	197	152	245	216	134	172	79	181	122	125	102	164	
Porites_compressa_HIv1___TS.g16976.t1	0	1	0	2	0	1	0	0	0	0	1	3	0	3	0	
Porites_compressa_HIv1___TS.g16987.t1	0	0	1	1	0	9	0	0	1	0	0	2	0	1	1	
Porites_compressa_HIv1___TS.g16988.t1	5	6	10	8	4	115	53	0	2	1	43	22	14	13	0	
Porites_compressa_HIv1___TS.g16990.t1	0	0	2	0	0	13	1	0	0	1	1	3	2	2	0	
Porites_compressa_HIv1___TS.g16991.t1	0	0	3	3	0	17	0	0	1	1	11	5	2	2	1	
Porites_compressa_HIv1___TS.g16997.t1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g16999.t1	0	4	26	14	0	86	16	0	24	5	28	11	1	37	31	
Porites_compressa_HIv1___TS.g1700.t1	302	85	365	198	209	431	224	127	437	220	227	311	224	101	226	
Porites_compressa_HIv1___TS.g17002.t1	17	2	19	17	10	43	15	32	3	1	7	7	16	6	16	
Porites_compressa_HIv1___TS.g17003.t1a	0	0	0	0	3	0	0	0	0	4	8	6	13	0	15	
Porites_compressa_HIv1___TS.g17003.t1b	53	10	92	55	34	282	76	37	64	46	50	41	30	62	46	
Porites_compressa_HIv1___TS.g17003.t1c	1	1	2	1	0	10	4	0	0	3	31	1	14	4	1	
Porites_compressa_HIv1___TS.g17005.t1	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	
Porites_compressa_HIv1___TS.g17012.t1	6	0	4	3	6	3	1	8	2	0	5	0	1	2	5	
Porites_compressa_HIv1___TS.g17019.t1	21	0	31	43	0	44	27	0	11	9	57	11	2	3	14	
Porites_compressa_HIv1___TS.g17027.t1	3	1	2	1	0	2	2	0	1	0	0	0	10	0	0	
Porites_compressa_HIv1___TS.g17029.t1	97	27	106	109	32	49	132	30	157	12	196	112	46	39	117	
Porites_compressa_HIv1___TS.g17030.t1	0	0	2	1	0	3	0	1	0	0	0	1	1	2	0	
Porites_compressa_HIv1___TS.g1704.t1	9	9	11	13	5	12	12	2	1	10	10	4	2	3	6	
Porites_compressa_HIv1___TS.g1705.t1	38	3	122	153	23	144	75	2	1	37	51	37	5	93	69	
Porites_compressa_HIv1___TS.g17051.t1	1	0	1	4	3	3	1	4	0	2	1	2	1	9	3	
Porites_compressa_HIv1___TS.g17053.t1	0	0	1	5	0	11	2	0	0	0	4	2	0	4	1	
Porites_compressa_HIv1___TS.g17055.t1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g17062.t1	0	4	4	5	6	1	1	1	0	0	0	2	1	2	2	
Porites_compressa_HIv1___TS.g17069.t1	0	0	2	2	0	4	1	0	2	1	1	0	0	0	0	
Porites_compressa_HIv1___TS.g17073.t1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g17074.t1	0	0	0	0	0	4	0	2	0	0	1	1	1	0	0	
Porites_compressa_HIv1___TS.g17079.t1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	
Porites_compressa_HIv1___TS.g17083.t1	0	0	0	0	0	0	0	0	0	0	7	0	0	1	1	
Porites_compressa_HIv1___TS.g17086.t1	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g17087.t1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	
Porites_compressa_HIv1___TS.g17088.t1a	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	
Porites_compressa_HIv1___TS.g17088.t1b	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
Porites_compressa_HIv1___TS.g17088.t1c	0	0	0	2	1	0	0	0	0	0	0	2	1	0	0	
Porites_compressa_HIv1___TS.g17089.t1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	
Porites_compressa_HIv1___TS.g17092.t1	82	0	1	15	27	81	2	0	0	30	2	0	0	6	0	
Porites_compressa_HIv1___TS.g17094.t1	1	0	2	0	0	0	0	2	0	0	0	0	0	0	2	
Porites_compressa_HIv1___TS.g17096.t1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	
Porites_compressa_HIv1___TS.g17097.t1a	6	3	2	13	1	8	1	7	0	1	2	0	3	3	7	
Porites_compressa_HIv1___TS.g17097.t1b	16	3	19	75	14	48	31	8	1	6	23	9	8	23	23	
Porites_compressa_HIv1___TS.g17097.t1c	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	
Porites_compressa_HIv1___TS.g1710.t1	81	3	103	73	112	92	208	34	6	26	68	24	10	24	64	
Porites_compressa_HIv1___TS.g17105.t1	6	1	2	3	2	22	1	3	1	3	1	11	0	10	2	
Porites_compressa_HIv1___TS.g1711.t1	6	9	55	50	10	18	4	3	3	4	25	1	3	9	13	
Porites_compressa_HIv1___TS.g17110.t1	6	0	2	10	3	10	4	4	1	3	5	3	2	0	3	
Porites_compressa_HIv1___TS.g17111.t1	0	2	3	0	0	2	10	0	0	0	4	22	0	0	0	
Porites_compressa_HIv1___TS.g17115.t1	4	1	0	0	1	3	4	4	0	0	3	0	0	0	0	
Porites_compressa_HIv1___TS.g17133.t1	0	1	1	0	3	1	2	1	0	0	0	3	0	0	1	
Porites_compressa_HIv1___TS.g1714.t1	9	2	8	16	8	20	36	7	16	5	7	11	6	4	19	
Porites_compressa_HIv1___TS.g17145.t1	6	1	2	9	5	4	0	1	1	5	11	7	11	0	4	
Porites_compressa_HIv1___TS.g17154.t1	0	0	3	7	1	4	0	4	2	0	0	2	0	0	4	
Porites_compressa_HIv1___TS.g17156.t1	0	0	0	1	0	7	0	1	0	0	5	0	0	1	0	
Porites_compressa_HIv1___TS.g17158.t1	0	10	1	0	0	0	0	0	0	1	0	0	0	5	0	
Porites_compressa_HIv1___TS.g1716.t1	31	5	19	17	29	35	39	30	27	20	22	14	17	2	31	
Porites_compressa_HIv1___TS.g17161.t1	14	0	0	6	2	6	0	10	0	4	5	1	1	11	0	
Porites_compressa_HIv1___TS.g17164.t1	1	0	1	0	0	0	3	1	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g17166.t1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	3	
Porites_compressa_HIv1___TS.g17171.t1	1	1	0	0	1	1	0	0	0	0	2	0	0	1	0	
Porites_compressa_HIv1___TS.g17175.t1	21	0	5	66	2	8	3	0	8	0	5	5	30	38	0	
Porites_compressa_HIv1___TS.g17177.t1	0	0	54	0	0	61	18	1	0	0	0	0	0	26	41	
Porites_compressa_HIv1___TS.g17180.t1	4	2	12	10	13	28	3	5	1	5	7	11	2	14	12	
Porites_compressa_HIv1___TS.g17182.t1	0	0	0	28	0	4	0	0	2	0	1	0	0	0	1	
Porites_compressa_HIv1___TS.g17183.t1a	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	
Porites_compressa_HIv1___TS.g17183.t1b	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	
Porites_compressa_HIv1___TS.g17183.t1c	13	1	7	22	3	17	6	4	3	5	7	1	2	6	8	
Porites_compressa_HIv1___TS.g17183.t1d	10	2	21	29	3	2	9	15	0	2	2	4	17	7	9	
Porites_compressa_HIv1___TS.g17187.t1	2	0	3	10	3	3	4	4	2	4	0	0	2	5	4	
Porites_compressa_HIv1___TS.g17191.t2	367	158	380	431	395	478	401	213	384	307	378	214	332	215	261	
Porites_compressa_HIv1___TS.g17208.t1	306	347	150	1084	577	764	867	308	357	319	677	382	118	586	257	
Porites_compressa_HIv1___TS.g17211.t1	1656	661	1308	2863	3537	3527	1574	598	1576	1459	2194	1180	1194	1382	766	
Porites_compressa_HIv1___TS.g17214.t1	9	0	0	1	4	653	34	3	2	41	42	1	100	1	4	
Porites_compressa_HIv1___TS.g17219.t1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g17225.t1	22	0	4	6	9	16	7	8	8	2	11	12	6	4	6	
Porites_compressa_HIv1___TS.g17226.t1	2	17	10	19	172	196	42	11	18	41	18	41	22	17	25	
Porites_compressa_HIv1___TS.g17229.t2	137	45	180	252	158	337	177	60	274	91	179	141	104	176	204	
Porites_compressa_HIv1___TS.g17231.t2	54	77	27	302	220	249	224	77	317	172	93	105	86	128	164	
Porites_compressa_HIv1___TS.g17235.t1	500	184	342	467	891	717	317	177	294	342	594	378	209	163	260	
Porites_compressa_HIv1___TS.g17237.t1	536	54	244	267	772	1060	111	81	56	52	222	269	207	42	45	
Porites_compressa_HIv1___TS.g17238.t1	0	0	0	2	0	0	0	3	0	0	0	1	0	0	0	
Porites_compressa_HIv1___TS.g1724.t1	9	2	4	1	8	3	4	0	3	8	1	1	4	0	4	
Porites_compressa_HIv1___TS.g17245.t1	1710	305	943	1127	3115	1424	1154	332	585	580	1597	1050	756	357	386	
Porites_compressa_HIv1___TS.g17248.t1	2	0	1	10	4	9	3	1	1	1	13	2	1	0	0	
Porites_compressa_HIv1___TS.g17251.t1	115	16	38	49	124	107	105	20	12	2	142	52	50	17	40	
Porites_compressa_HIv1___TS.g17252.t1	5	0	0	1	13	4	3	4	0	0	22	1	1	0	0	
Porites_compressa_HIv1___TS.g17254.t2	136	8	133	41	96	310	31	11	5	72	149	125	213	2	18	
Porites_compressa_HIv1___TS.g17262.t1	58	43	129	225	86	40	135	53	96	23	81	100	10	138	234	
Porites_compressa_HIv1___TS.g17263.t1	9	12	24	272	24	27	100	3	102	4	41	96	7	140	239	
Porites_compressa_HIv1___TS.g17267.t1	0	0	1	7	0	2	9	0	13	0	0	0	0	8	14	
Porites_compressa_HIv1___TS.g17270.t1a	14	3	13	6	36	14	4	10	2	3	6	5	2	6	15	
Porites_compressa_HIv1___TS.g17270.t1b	24	10	49	67	35	46	48	17	33	9	57	28	25	28	38	
Porites_compressa_HIv1___TS.g17272.t1a	50	48	84	241	245	181	165	33	319	136	252	196	47	141	166	
Porites_compressa_HIv1___TS.g17272.t1b	541	62	153	370	419	342	447	128	657	216	576	567	191	76	237	
Porites_compressa_HIv1___TS.g17279.t1	234	11	141	82	51	228	653	127	73	58	57	57	30	57	90	
Porites_compressa_HIv1___TS.g17286.t1	8	2	10	2	3	13	3	6	10	1	5	9	3	12	11	
Porites_compressa_HIv1___TS.g17287.t1	5	0	5	0	0	3	1	3	0	0	6	2	4	4	5	
Porites_compressa_HIv1___TS.g17290.t1	3941	1606	2591	1407	2635	2630	2864	1497	3690	2440	2116	1277	2454	1474	1467	
Porites_compressa_HIv1___TS.g17296.t2	895	321	601	537	515	709	941	387	970	500	586	456	522	379	554	
Porites_compressa_HIv1___TS.g17299.t1	13	0	4	7	8	3	2	8	0	1	2	10	3	0	6	
Porites_compressa_HIv1___TS.g1730.t1	0	0	4	2	0	3	0	0	0	0	1	2	0	2	1	
Porites_compressa_HIv1___TS.g17306.t1	4	2	12	16	6	10	7	5	9	3	4	3	0	7	9	
Porites_compressa_HIv1___TS.g17312.t1	24	6	14	18	13	24	21	12	17	10	17	13	14	11	19	
Porites_compressa_HIv1___TS.g17313.t3	146	32	140	169	131	171	2225	65	85	74	107	127	82	115	229	
Porites_compressa_HIv1___TS.g17319.t1	16	8	39	380	0	24	95	17	0	3	5	0	0	80	19	
Porites_compressa_HIv1___TS.g17321.t1	1	0	1	0	0	1	0	2	0	0	1	1	0	0	0	
Porites_compressa_HIv1___TS.g17361.t1	27	1	24	5	11	0	1	0	23	8	9	0	8	0	72	
Porites_compressa_HIv1___TS.g17387.t1	1	0	2	3	0	0	0	2	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g17407.t1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	
Porites_compressa_HIv1___TS.g17410.t1	306	104	267	480	286	360	386	156	457	159	270	194	172	249	271	
Porites_compressa_HIv1___TS.g17422.t1	13	1	2	3	1	3	1	0	2	3	0	0	5	2	1	
Porites_compressa_HIv1___TS.g17428.t1	0	2	0	0	1	4	2	2	3	0	13	0	3	0	3	
Porites_compressa_HIv1___TS.g1743.t1	44	14	24	45	18	23	27	12	6	12	71	32	50	3	22	
Porites_compressa_HIv1___TS.g17433.t2	166	48	55	28	337	53	83	40	126	98	148	98	198	29	40	
Porites_compressa_HIv1___TS.g17434.t1	1047	273	442	2827	706	2786	753	424	1160	507	1494	811	688	1070	950	
Porites_compressa_HIv1___TS.g17436.t1	183	75	131	456	410	604	201	61	133	89	394	319	124	171	404	
Porites_compressa_HIv1___TS.g17437.t1	12	74	447	13	0	3	1	2	0	162	18	5	9	5	10	
Porites_compressa_HIv1___TS.g17438.t1	24	2	33	12	1	18	4	5	4	18	44	7	9	12	18	
Porites_compressa_HIv1___TS.g17439.t1	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g1744.t1	0	0	0	0	0	9	0	18	0	0	0	0	0	3	0	
Porites_compressa_HIv1___TS.g17444.t1	31	2	10	14	17	39	11	11	27	1	14	6	23	21	30	
Porites_compressa_HIv1___TS.g1745.t1	0	0	0	2	0	1	1	19	2	1	5	1	0	0	2	
Porites_compressa_HIv1___TS.g17451.t1	170	40	81	194	108	282	202	82	141	83	84	100	88	57	154	
Porites_compressa_HIv1___TS.g17455.t1	10	28	8	13	13	14	24	32	55	83	48	16	10	3	34	
Porites_compressa_HIv1___TS.g17469.t1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
Porites_compressa_HIv1___TS.g17475.t1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g17485.t1	0	0	0	19	0	0	0	0	0	0	1	19	8	0	1	
Porites_compressa_HIv1___TS.g17488.t1	213	34	179	257	142	175	156	58	128	81	141	102	143	154	152	
Porites_compressa_HIv1___TS.g17489.t2	1009	207	1048	1955	806	1394	939	565	935	582	1122	754	877	878	1418	
Porites_compressa_HIv1___TS.g17493.t1	613	21	221	358	283	140	407	41	117	217	184	60	94	146	302	
Porites_compressa_HIv1___TS.g17498.t1	13	3	6	1	5	5	3	0	0	3	4	0	0	3	4	
Porites_compressa_HIv1___TS.g17499.t1	1	0	0	0	0	0	1	0	0	1	0	0	0	2	0	
Porites_compressa_HIv1___TS.g17503.t1	0	0	3	1	2	7	4	0	1	0	1	0	2	5	3	
Porites_compressa_HIv1___TS.g17505.t1	10	6	4	7	19	5	1	4	11	9	8	6	31	8	11	
Porites_compressa_HIv1___TS.g1751.t1	1	0	1	12	1	7	6	1	1	2	2	2	2	3	2	
Porites_compressa_HIv1___TS.g17510.t1	18	0	7	1	1	14	1	0	2	0	0	0	11	2	0	
Porites_compressa_HIv1___TS.g17515.t1	14	6	21	44	23	26	16	8	12	15	9	7	9	18	19	
Porites_compressa_HIv1___TS.g17527.t1	13	23	11	6	14	12	3	3	22	4	8	5	26	3	9	
Porites_compressa_HIv1___TS.g1753.t1	2	2	0	0	2	3	1	3	3	0	3	2	1	0	7	
Porites_compressa_HIv1___TS.g17539.t1	0	0	0	0	1	1	4	0	0	0	0	0	1	1	2	
Porites_compressa_HIv1___TS.g17541.t2	49	19	36	17	67	42	41	38	55	22	55	60	17	13	27	
Porites_compressa_HIv1___TS.g17544.t1	2	1	3	6	15	4	12	4	6	7	4	7	5	7	5	
Porites_compressa_HIv1___TS.g17546.t1	2	0	0	0	3	2	2	0	2	4	1	0	0	0	0	
Porites_compressa_HIv1___TS.g17555.t1	143	20	70	135	76	84	103	77	126	75	83	58	138	42	62	
Porites_compressa_HIv1___TS.g17558.t1	216	47	192	779	177	375	230	85	331	83	297	366	122	245	401	
Porites_compressa_HIv1___TS.g1758.t1	25	6	15	15	52	185	11	38	42	24	107	2	34	16	9	
Porites_compressa_HIv1___TS.g17580.t1	3	0	7	8	1	3	0	1	0	1	1	2	5	0	3	
Porites_compressa_HIv1___TS.g17581.t2	61	17	78	239	95	222	116	50	61	81	155	179	44	104	79	
Porites_compressa_HIv1___TS.g17582.t1	19	1	4	9	5	8	12	4	24	5	24	6	14	11	7	
Porites_compressa_HIv1___TS.g17583.t1	322	127	265	397	64	391	324	211	361	322	223	332	286	87	299	
Porites_compressa_HIv1___TS.g17585.t1	1	1	0	4	4	4	1	3	5	1	3	0	0	3	3	
Porites_compressa_HIv1___TS.g17595.t1	247	48	162	179	298	307	203	126	277	149	204	156	110	140	205	
Porites_compressa_HIv1___TS.g17597.t2	313	83	191	334	236	506	464	138	335	152	319	220	177	216	277	
Porites_compressa_HIv1___TS.g1760.t1	0	1	4	5	3	4	0	0	2	1	1	0	0	3	3	
Porites_compressa_HIv1___TS.g17602.t1	8	4	2	1	2	1	0	0	2	2	2	1	5	2	2	
Porites_compressa_HIv1___TS.g17603.t1	537	155	326	403	402	367	553	167	470	401	331	294	366	246	280	
Porites_compressa_HIv1___TS.g17610.t1	21	1	16	3	9	10	1	5	4	2	7	2	11	10	20	
Porites_compressa_HIv1___TS.g17611.t1	26	16	23	15	18	15	3	13	5	5	9	12	17	42	33	
Porites_compressa_HIv1___TS.g17612.t1	23	3	9	5	7	14	2	4	1	4	6	2	8	11	12	
Porites_compressa_HIv1___TS.g17613.t1	8	1	8	2	4	3	0	5	2	6	1	5	1	12	8	
Porites_compressa_HIv1___TS.g17614.t1	18	8	22	6	7	12	6	13	3	2	14	12	7	12	21	
Porites_compressa_HIv1___TS.g17615.t1	6	1	8	3	3	10	1	3	3	1	9	3	4	2	8	
Porites_compressa_HIv1___TS.g17616.t1	17	4	10	5	2	14	6	5	2	4	4	5	9	6	7	
Porites_compressa_HIv1___TS.g17628.t1	129	73	132	234	102	209	205	85	163	145	125	141	97	111	211	
Porites_compressa_HIv1___TS.g17634.t1	2	1	10	41	4	14	7	9	10	4	3	14	16	6	13	
Porites_compressa_HIv1___TS.g17639.t1	11	1	5	21	1	14	5	3	4	5	11	6	9	2	10	
Porites_compressa_HIv1___TS.g1764.t1	172	40	156	224	113	220	165	90	163	72	165	110	130	93	125	
Porites_compressa_HIv1___TS.g17672.t1	8	15	7	90	10	36	21	27	18	5	22	13	11	11	29	
Porites_compressa_HIv1___TS.g17675.t1	16	11	17	12	10	30	14	12	14	3	23	8	4	10	24	
Porites_compressa_HIv1___TS.g17677.t1	12	15	32	63	50	55	34	10	28	27	62	30	27	59	55	
Porites_compressa_HIv1___TS.g17678.t1	2	2	18	58	11	12	7	1	10	5	7	4	11	8	21	
Porites_compressa_HIv1___TS.g17684.t1	4	0	1	1	0	1	0	0	0	0	3	1	1	8	4	
Porites_compressa_HIv1___TS.g17690.t2	255	63	181	282	241	256	231	140	216	114	247	149	165	158	257	
Porites_compressa_HIv1___TS.g17692.t1	75	73	72	112	79	104	129	101	171	82	55	59	47	14	162	
Porites_compressa_HIv1___TS.g17700.t1	976	265	712	1536	725	1050	871	481	641	447	689	583	567	821	790	
Porites_compressa_HIv1___TS.g17709.t1	4192	8	223	233	490	1081	374	501	2583	488	386	347	501	224	384	
Porites_compressa_HIv1___TS.g17710.t1	8	17	10	5	11	15	32	21	17	19	9	25	17	11	21	
Porites_compressa_HIv1___TS.g17711.t2	181	24	22	101	59	178	46	44	41	23	28	40	56	73	54	
Porites_compressa_HIv1___TS.g17718.t2	67	9	37	60	58	81	34	21	54	26	53	47	57	32	56	
Porites_compressa_HIv1___TS.g17723.t1a	5	0	1	1	1	2	0	3	0	0	1	1	0	1	1	
Porites_compressa_HIv1___TS.g17723.t1b	43	6	30	34	26	29	27	16	17	22	37	7	26	19	24	
Porites_compressa_HIv1___TS.g17724.t2	45	7	16	24	16	21	23	8	19	5	10	15	12	16	17	
Porites_compressa_HIv1___TS.g1773.t1	11	1	1	3	12	1	0	1	5	6	2	1	6	0	0	
Porites_compressa_HIv1___TS.g17738.t1	23	1	1	10	2	3	31	1	25	3	40	2	464	9	0	
Porites_compressa_HIv1___TS.g17739.t1	447	49	102	48	213	182	73	230	289	471	1	127	10	43	55	
Porites_compressa_HIv1___TS.g17753.t1	11	3	22	86	184	247	239	117	105	13	482	28	13	351	133	
Porites_compressa_HIv1___TS.g17761.t1	9	1	2	28	8	23	6	2	3	0	8	0	2	20	7	
Porites_compressa_HIv1___TS.g17762.t1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g17769.t1	1285	386	1052	1428	800	1568	2167	535	1843	712	1208	1002	745	577	1129	
Porites_compressa_HIv1___TS.g1777.t1	0	0	2	3	2	4	1	2	1	0	3	0	0	4	0	
Porites_compressa_HIv1___TS.g17772.t1	4	0	7	4	3	4	5	1	5	1	5	2	5	3	2	
Porites_compressa_HIv1___TS.g17775.t1	48	8	30	17	18	21	37	13	23	12	19	17	19	4	16	
Porites_compressa_HIv1___TS.g17779.t1	214	0	799	1	310	0	0	146	485	199	3	38	52	0	236	
Porites_compressa_HIv1___TS.g17782.t1	185	63	182	346	177	263	146	122	225	131	188	86	105	156	186	
Porites_compressa_HIv1___TS.g17783.t1a	254	69	245	345	239	396	356	126	171	134	287	234	155	230	309	
Porites_compressa_HIv1___TS.g17783.t1b	18	0	18	11	13	31	9	6	12	11	4	9	2	6	2	
Porites_compressa_HIv1___TS.g17784.t1	0	0	0	10	0	3	4	0	1	0	0	0	0	0	0	
Porites_compressa_HIv1___TS.g17786.t1	4080	2352	3801	3468	5125	4960	3213	2179	6217	3422	5010	2743	3484	1526	2634	
Porites_compressa_HIv1___TS.g17791.t1	13	2	15	8	12	10	11	11	3	1	0	7	4	3	11	
Porites_compressa_HIv1___TS.g17796.t1	500	175	261	228	226	316	293	127	362	258	268	130	202	158	126	
Porites_compressa_HIv1___TS.g17798.t1	81	31	67	59	70	93	92	52	98	47	113	66	36	40	49	
Porites_compressa_HIv1___TS.g17799.t1a	973	346	865	942	743	1191	1249	451	1035	577	1020	790	628	611	792	
Porites_compressa_HIv1___TS.g17799.t1b	81	27	78	84	85	94	114	65	104	74	144	69	79	51	51	
Porites_compressa_HIv1___TS.g1780.t1	0	3	3	2	1	3	7	2	2	0	2	1	14	4	6	
Porites_compressa_HIv1___TS.g17817.t1	193	66	157	168	188	202	215	109	211	148	184	171	131	104	191	
Porites_compressa_HIv1___TS.g17831.t1	0	1	11	38	0	0	5	1	4	1	2	0	2	7	13	
Porites_compressa_HIv1___TS.g17848.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
Porites_compressa_HIv1___TS.g17850.t1	465	57	170	239	133	328	246	185	240	181	196	124	119	122	206	
Porites_compressa_HIv1___TS.g17853.t1	105	42	84	141	128	134	132	76	139	130	102	110	66	103	48	
Porites_compressa_HIv1___TS.g17859.t1	1	0	8	6	6	2	5	5	6	3	3	8	2	1	3	
Porites_compressa_HIv1___TS.g17876.t1	2	3	11	9	5	8	1	0	1	0	2	10	0	1	9	
Porites_compressa_HIv1___TS.g17882.t1	6	0	7	2	7	1	3	2	8	1	3	3	4	3	2	
Porites_compressa_HIv1___TS.g17884.t1	126	10	61	17	57	35	71	26	53	23	62	70	168	8	53	
Porites_compressa_HIv1___TS.g17886.t1	17	11	47	102	25	49	31	16	13	26	86	28	32	30	46	
Porites_compressa_HIv1___TS.g17894.t1	34	11	33	54	14	128	25	30	14	27	6	29	22	21	68	
Porites_compressa_HIv1___TS.g17896.t1	26	15	41	160	23	257	45	82	31	11	11	57	30	52	104	
Porites_compressa_HIv1___TS.g17911.t1	172	49	162	356	383	464	264	45	207	79	467	123	221	174	270	
Porites_compressa_HIv1___TS.g17912.t1	243	97	222	298	294	497	308	62	179	175	435	131	238	114	296	
Porites_compressa_HIv1___TS.g17914.t1	0	0	4	3	0	11	1	0	0	0	2	2	0	1	1	
Porites_compressa_HIv1___TS.g17922.t1	10	1	0	22	5	17	23	5	2	19	8	2	10	5	26	
Porites_compressa_HIv1___TS.g17927.t1	3	1	3	4	2	7	4	1	1	0	7	2	0	0	8	
Porites_compressa_HIv1___TS.g17928.t1	16	1	28	33	15	58	14	32	19	5	17	35	4	9	46	
